orderid,customerid,employeeid,employee,orderdate,orderyear,duedate,shippeddate,saleamount,productid,unitprice,quantity,percentdiscount
10448,RANCH,4,Margaret Peacock,2/17/20,2020,3/17/20,2/24/20,294,40,14.7,20,0
10449,BLONP,3,Janet Leverling,2/18/20,2020,3/18/20,2/27/20,347.2,10,24.8,14,0
10449,BLONP,3,Janet Leverling,2/18/20,2020,3/18/20,2/27/20,112,52,5.6,20,0
10449,BLONP,3,Janet Leverling,2/18/20,2020,3/18/20,2/27/20,1379,62,39.4,35,0
10450,VICTE,8,Laura Callahan,2/19/20,2020,3/19/20,3/11/20,496,10,24.8,20,20
10450,VICTE,8,Laura Callahan,2/19/20,2020,3/19/20,3/11/20,35.4,54,5.9,6,20
10451,QUICK,4,Margaret Peacock,2/19/20,2020,3/5/20,3/12/20,2304,55,19.2,120,10
10451,QUICK,4,Margaret Peacock,2/19/20,2020,3/5/20,3/12/20,931,64,26.6,35,10
10451,QUICK,4,Margaret Peacock,2/19/20,2020,3/5/20,3/12/20,470.4,65,16.8,28,10
10451,QUICK,4,Margaret Peacock,2/19/20,2020,3/5/20,3/12/20,572,77,10.4,55,10
10452,SAVEA,8,Laura Callahan,2/20/20,2020,3/20/20,2/26/20,546,28,36.4,15,0
10452,SAVEA,8,Laura Callahan,2/20/20,2020,3/20/20,2/26/20,1550,44,15.5,100,5
10453,AROUT,1,Nancy Davolio,2/21/20,2020,3/21/20,2/26/20,153,48,10.2,15,10
10453,AROUT,1,Nancy Davolio,2/21/20,2020,3/21/20,2/26/20,300,70,12,25,10
10454,LAMAI,4,Margaret Peacock,2/21/20,2020,3/21/20,2/25/20,278,16,13.9,20,20
10454,LAMAI,4,Margaret Peacock,2/21/20,2020,3/21/20,2/25/20,40,33,2,20,20
10454,LAMAI,4,Margaret Peacock,2/21/20,2020,3/21/20,2/25/20,96,46,9.6,10,20
10455,WARTH,8,Laura Callahan,2/24/20,2020,4/7/20,3/3/20,288,39,14.4,20,0
10455,WARTH,8,Laura Callahan,2/24/20,2020,4/7/20,3/3/20,1310,53,26.2,50,0
10455,WARTH,8,Laura Callahan,2/24/20,2020,4/7/20,3/3/20,570,61,22.8,25,0
10455,WARTH,8,Laura Callahan,2/24/20,2020,4/7/20,3/3/20,516,71,17.2,30,0
10456,KOENE,8,Laura Callahan,2/25/20,2020,4/8/20,2/28/20,320,21,8,40,15
10456,KOENE,8,Laura Callahan,2/25/20,2020,4/8/20,2/28/20,336,49,16,21,15
10457,KOENE,2,Andrew Fuller,2/25/20,2020,3/25/20,3/3/20,1584,59,44,36,0
10458,SUPRD,7,Robert King,2/26/20,2020,3/26/20,3/4/20,747,26,24.9,30,0
10458,SUPRD,7,Robert King,2/26/20,2020,3/26/20,3/4/20,1092,28,36.4,30,0
10458,SUPRD,7,Robert King,2/26/20,2020,3/26/20,3/4/20,736,43,36.8,20,0
10458,SUPRD,7,Robert King,2/26/20,2020,3/26/20,3/4/20,456,56,30.4,15,0
10458,SUPRD,7,Robert King,2/26/20,2020,3/26/20,3/4/20,860,71,17.2,50,0
10459,VICTE,4,Margaret Peacock,2/27/20,2020,3/27/20,2/28/20,384,7,24,16,5
10459,VICTE,4,Margaret Peacock,2/27/20,2020,3/27/20,2/28/20,192,46,9.6,20,5
10459,VICTE,4,Margaret Peacock,2/27/20,2020,3/27/20,2/28/20,1112,72,27.8,40,0
10460,FOLKO,8,Laura Callahan,2/28/20,2020,3/28/20,3/3/20,210,68,10,21,25
10460,FOLKO,8,Laura Callahan,2/28/20,2020,3/28/20,3/3/20,24.8,75,6.2,4,25
10461,LILAS,1,Nancy Davolio,2/28/20,2020,3/28/20,3/5/20,320,21,8,40,25
10461,LILAS,1,Nancy Davolio,2/28/20,2020,3/28/20,3/5/20,579.6,30,20.7,28,25
10461,LILAS,1,Nancy Davolio,2/28/20,2020,3/28/20,3/5/20,1152,55,19.2,60,25
10462,CONSH,2,Andrew Fuller,3/3/20,2020,3/31/20,3/18/20,4.8,13,4.8,1,0
10462,CONSH,2,Andrew Fuller,3/3/20,2020,3/31/20,3/18/20,151.2,23,7.2,21,0
10463,SUPRD,5,Steven Buchanan,3/4/20,2020,4/1/20,3/6/20,153.3,19,7.3,21,0
10463,SUPRD,5,Steven Buchanan,3/4/20,2020,4/1/20,3/6/20,560,42,11.2,50,0
10464,FURIB,4,Margaret Peacock,3/4/20,2020,4/1/20,3/14/20,281.6,4,17.6,16,20
10464,FURIB,4,Margaret Peacock,3/4/20,2020,4/1/20,3/14/20,110.4,43,36.8,3,0
10464,FURIB,4,Margaret Peacock,3/4/20,2020,4/1/20,3/14/20,912,56,30.4,30,20
10464,FURIB,4,Margaret Peacock,3/4/20,2020,4/1/20,3/14/20,544,60,27.2,20,0
10465,VAFFE,1,Nancy Davolio,3/5/20,2020,4/2/20,3/14/20,90,24,3.6,25,0
10465,VAFFE,1,Nancy Davolio,3/5/20,2020,4/2/20,3/14/20,1782,29,99,18,10
10465,VAFFE,1,Nancy Davolio,3/5/20,2020,4/2/20,3/14/20,294,40,14.7,20,0
10465,VAFFE,1,Nancy Davolio,3/5/20,2020,4/2/20,3/14/20,228,45,7.6,30,10
10465,VAFFE,1,Nancy Davolio,3/5/20,2020,4/2/20,3/14/20,325,50,13,25,0
10466,COMMI,4,Margaret Peacock,3/6/20,2020,4/3/20,3/13/20,168,11,16.8,10,0
10466,COMMI,4,Margaret Peacock,3/6/20,2020,4/3/20,3/13/20,48,46,9.6,5,0
10467,MAGAA,8,Laura Callahan,3/6/20,2020,4/3/20,3/11/20,100.8,24,3.6,28,0
10467,MAGAA,8,Laura Callahan,3/6/20,2020,4/3/20,3/11/20,134.4,25,11.2,12,0
10468,KOENE,3,Janet Leverling,3/7/20,2020,4/4/20,3/12/20,165.6,30,20.7,8,0
10468,KOENE,3,Janet Leverling,3/7/20,2020,4/4/20,3/12/20,552,43,36.8,15,0
10469,WHITC,1,Nancy Davolio,3/10/20,2020,4/7/20,3/14/20,608,2,15.2,40,15
10469,WHITC,1,Nancy Davolio,3/10/20,2020,4/7/20,3/14/20,486.5,16,13.9,35,15
10469,WHITC,1,Nancy Davolio,3/10/20,2020,4/7/20,3/14/20,31,44,15.5,2,15
10470,BONAP,4,Margaret Peacock,3/11/20,2020,4/8/20,3/14/20,1500,18,50,30,0
10470,BONAP,4,Margaret Peacock,3/11/20,2020,4/8/20,3/14/20,108,23,7.2,15,0
10470,BONAP,4,Margaret Peacock,3/11/20,2020,4/8/20,3/14/20,212.8,64,26.6,8,0
10471,BSBEV,2,Andrew Fuller,3/11/20,2020,4/8/20,3/18/20,720,7,24,30,0
10471,BSBEV,2,Andrew Fuller,3/11/20,2020,4/8/20,3/18/20,608,56,30.4,20,0
10472,SEVES,8,Laura Callahan,3/12/20,2020,4/9/20,3/19/20,288,24,3.6,80,5
10472,SEVES,8,Laura Callahan,3/12/20,2020,4/9/20,3/19/20,763.2,51,42.4,18,0
10473,ISLAT,1,Nancy Davolio,3/13/20,2020,3/27/20,3/21/20,24,33,2,12,0
10473,ISLAT,1,Nancy Davolio,3/13/20,2020,3/27/20,3/21/20,206.4,71,17.2,12,0
10474,PERIC,5,Steven Buchanan,3/13/20,2020,4/10/20,3/21/20,223.2,14,18.6,12,0
10474,PERIC,5,Steven Buchanan,3/13/20,2020,4/10/20,3/21/20,655.2,28,36.4,18,0
10474,PERIC,5,Steven Buchanan,3/13/20,2020,4/10/20,3/21/20,308.7,40,14.7,21,0
10474,PERIC,5,Steven Buchanan,3/13/20,2020,4/10/20,3/21/20,62,75,6.2,10,0
10475,SUPRD,9,Anne Dodsworth,3/14/20,2020,4/11/20,4/4/20,350,31,10,35,15
10475,SUPRD,9,Anne Dodsworth,3/14/20,2020,4/11/20,4/4/20,816,66,13.6,60,15
10475,SUPRD,9,Anne Dodsworth,3/14/20,2020,4/11/20,4/4/20,604.8,76,14.4,42,15
10476,HILAA,8,Laura Callahan,3/17/20,2020,4/14/20,3/24/20,38.4,55,19.2,2,5
10476,HILAA,8,Laura Callahan,3/17/20,2020,4/14/20,3/24/20,144,70,12,12,0
10477,PRINI,5,Steven Buchanan,3/17/20,2020,4/14/20,3/25/20,216,1,14.4,15,0
10477,PRINI,5,Steven Buchanan,3/17/20,2020,4/14/20,3/25/20,168,21,8,21,25
10477,PRINI,5,Steven Buchanan,3/17/20,2020,4/14/20,3/25/20,288,39,14.4,20,25
10478,VICTE,2,Andrew Fuller,3/18/20,2020,4/1/20,3/26/20,496,10,24.8,20,5
10479,RATTC,3,Janet Leverling,3/19/20,2020,4/16/20,3/21/20,6324,38,210.8,30,0
10479,RATTC,3,Janet Leverling,3/19/20,2020,4/16/20,3/21/20,733.6,53,26.2,28,0
10479,RATTC,3,Janet Leverling,3/19/20,2020,4/16/20,3/21/20,2640,59,44,60,0
10479,RATTC,3,Janet Leverling,3/19/20,2020,4/16/20,3/21/20,798,64,26.6,30,0
10480,FOLIG,6,Michael Suyama,3/20/20,2020,4/17/20,3/24/20,228,47,7.6,30,0
10480,FOLIG,6,Michael Suyama,3/20/20,2020,4/17/20,3/24/20,528,59,44,12,0
10481,RICAR,8,Laura Callahan,3/20/20,2020,4/17/20,3/25/20,384,49,16,24,0
10481,RICAR,8,Laura Callahan,3/20/20,2020,4/17/20,3/25/20,1088,60,27.2,40,0
10482,LAZYK,1,Nancy Davolio,3/21/20,2020,4/18/20,4/10/20,147,40,14.7,10,0
10483,WHITC,7,Robert King,3/24/20,2020,4/21/20,4/25/20,392,34,11.2,35,5
10483,WHITC,7,Robert King,3/24/20,2020,4/21/20,4/25/20,312,77,10.4,30,5
10484,BSBEV,3,Janet Leverling,3/24/20,2020,4/21/20,4/1/20,112,21,8,14,0
10484,BSBEV,3,Janet Leverling,3/24/20,2020,4/21/20,4/1/20,147,40,14.7,10,0
10484,BSBEV,3,Janet Leverling,3/24/20,2020,4/21/20,4/1/20,127.2,51,42.4,3,0
10485,LINOD,4,Margaret Peacock,3/25/20,2020,4/8/20,3/31/20,304,2,15.2,20,10
10485,LINOD,4,Margaret Peacock,3/25/20,2020,4/8/20,3/31/20,160,3,8,20,10
10485,LINOD,4,Margaret Peacock,3/25/20,2020,4/8/20,3/31/20,576,55,19.2,30,10
10485,LINOD,4,Margaret Peacock,3/25/20,2020,4/8/20,3/31/20,720,70,12,60,10
10486,HILAA,1,Nancy Davolio,3/26/20,2020,4/23/20,4/2/20,84,11,16.8,5,0
10486,HILAA,1,Nancy Davolio,3/26/20,2020,4/23/20,4/2/20,1060,51,42.4,25,0
10486,HILAA,1,Nancy Davolio,3/26/20,2020,4/23/20,4/2/20,128,74,8,16,0
10487,QUEEN,2,Andrew Fuller,3/26/20,2020,4/23/20,3/28/20,36.5,19,7.3,5,0
10487,QUEEN,2,Andrew Fuller,3/26/20,2020,4/23/20,3/28/20,747,26,24.9,30,0
10487,QUEEN,2,Andrew Fuller,3/26/20,2020,4/23/20,3/28/20,141.6,54,5.9,24,25
10488,FRANK,8,Laura Callahan,3/27/20,2020,4/24/20,4/2/20,1320,59,44,30,0
10488,FRANK,8,Laura Callahan,3/27/20,2020,4/24/20,4/2/20,240,73,12,20,20
10489,PICCO,6,Michael Suyama,3/28/20,2020,4/25/20,4/9/20,252,11,16.8,15,25
10489,PICCO,6,Michael Suyama,3/28/20,2020,4/25/20,4/9/20,250.2,16,13.9,18,0
10490,HILAA,7,Robert King,3/31/20,2020,4/28/20,4/3/20,2640,59,44,60,0
10490,HILAA,7,Robert King,3/31/20,2020,4/28/20,4/3/20,300,68,10,30,0
10490,HILAA,7,Robert King,3/31/20,2020,4/28/20,4/3/20,223.2,75,6.2,36,0
10491,FURIB,8,Laura Callahan,3/31/20,2020,4/28/20,4/8/20,232.5,44,15.5,15,15
10491,FURIB,8,Laura Callahan,3/31/20,2020,4/28/20,4/8/20,72.8,77,10.4,7,15
10492,BOTTM,3,Janet Leverling,4/1/20,2020,4/29/20,4/11/20,672,25,11.2,60,5
10492,BOTTM,3,Janet Leverling,4/1/20,2020,4/29/20,4/11/20,224,42,11.2,20,5
10493,LAMAI,4,Margaret Peacock,4/2/20,2020,4/30/20,4/10/20,252,65,16.8,15,10
10493,LAMAI,4,Margaret Peacock,4/2/20,2020,4/30/20,4/10/20,136,66,13.6,10,10
10493,LAMAI,4,Margaret Peacock,4/2/20,2020,4/30/20,4/10/20,288,69,28.8,10,10
10494,COMMI,4,Margaret Peacock,4/2/20,2020,4/30/20,4/9/20,912,56,30.4,30,0
10495,LAUGB,3,Janet Leverling,4/3/20,2020,5/1/20,4/11/20,72,23,7.2,10,0
10495,LAUGB,3,Janet Leverling,4/3/20,2020,5/1/20,4/11/20,154,41,7.7,20,0
10495,LAUGB,3,Janet Leverling,4/3/20,2020,5/1/20,4/11/20,52,77,10.4,5,0
10496,TRADH,7,Robert King,4/4/20,2020,5/2/20,4/7/20,200,31,10,20,5
10497,LEHMS,7,Robert King,4/4/20,2020,5/2/20,4/7/20,425.6,56,30.4,14,0
10497,LEHMS,7,Robert King,4/4/20,2020,5/2/20,4/7/20,695,72,27.8,25,0
10497,LEHMS,7,Robert King,4/4/20,2020,5/2/20,4/7/20,260,77,10.4,25,0
10498,HILAA,8,Laura Callahan,4/7/20,2020,5/5/20,4/11/20,63,24,4.5,14,0
10498,HILAA,8,Laura Callahan,4/7/20,2020,5/5/20,4/11/20,92,40,18.4,5,0
10498,HILAA,8,Laura Callahan,4/7/20,2020,5/5/20,4/11/20,420,42,14,30,0
10499,LILAS,4,Margaret Peacock,4/8/20,2020,5/6/20,4/16/20,912,28,45.6,20,0
10499,LILAS,4,Margaret Peacock,4/8/20,2020,5/6/20,4/16/20,500,49,20,25,0
10500,LAMAI,6,Michael Suyama,4/9/20,2020,5/7/20,4/17/20,186,15,15.5,12,5
10500,LAMAI,6,Michael Suyama,4/9/20,2020,5/7/20,4/17/20,364.8,28,45.6,8,5
10501,BLAUS,9,Anne Dodsworth,4/9/20,2020,5/7/20,4/16/20,149,54,7.45,20,0
10502,PERIC,2,Andrew Fuller,4/10/20,2020,5/8/20,4/29/20,199.5,45,9.5,21,0
10502,PERIC,2,Andrew Fuller,4/10/20,2020,5/8/20,4/29/20,196.8,53,32.8,6,0
10502,PERIC,2,Andrew Fuller,4/10/20,2020,5/8/20,4/29/20,420,67,14,30,0
10503,HUNGO,6,Michael Suyama,4/11/20,2020,5/9/20,4/16/20,1627.5,14,23.25,70,0
10503,HUNGO,6,Michael Suyama,4/11/20,2020,5/9/20,4/16/20,421,65,21.05,20,0
10504,WHITC,4,Margaret Peacock,4/11/20,2020,5/9/20,4/18/20,228,2,19,12,0
10504,WHITC,4,Margaret Peacock,4/11/20,2020,5/9/20,4/18/20,120,21,10,12,0
10504,WHITC,4,Margaret Peacock,4/11/20,2020,5/9/20,4/18/20,328,53,32.8,10,0
10504,WHITC,4,Margaret Peacock,4/11/20,2020,5/9/20,4/18/20,712.5,61,28.5,25,0
10505,MEREP,3,Janet Leverling,4/14/20,2020,5/12/20,4/21/20,147.9,62,49.3,3,0
10506,KOENE,9,Anne Dodsworth,4/15/20,2020,5/13/20,5/2/20,252,25,14,18,10
10506,KOENE,9,Anne Dodsworth,4/15/20,2020,5/13/20,5/2/20,210,70,15,14,10
10507,ANTON,7,Robert King,4/15/20,2020,5/13/20,4/22/20,690,43,46,15,15
10507,ANTON,7,Robert King,4/15/20,2020,5/13/20,4/22/20,191.25,48,12.75,15,15
10508,OTTIK,1,Nancy Davolio,4/16/20,2020,5/14/20,5/13/20,60,13,6,10,0
10508,OTTIK,1,Nancy Davolio,4/16/20,2020,5/14/20,5/13/20,180,39,18,10,0
10509,BLAUS,4,Margaret Peacock,4/17/20,2020,5/15/20,4/29/20,136.8,28,45.6,3,0
10510,SAVEA,6,Michael Suyama,4/18/20,2020,5/16/20,4/28/20,4456.44,29,123.79,36,0
10510,SAVEA,6,Michael Suyama,4/18/20,2020,5/16/20,4/28/20,279,75,7.75,36,10
10511,BONAP,4,Margaret Peacock,4/18/20,2020,5/16/20,4/21/20,1100,4,22,50,15
10511,BONAP,4,Margaret Peacock,4/18/20,2020,5/16/20,4/21/20,1500,7,30,50,15
10511,BONAP,4,Margaret Peacock,4/18/20,2020,5/16/20,4/21/20,400,8,40,10,15
10512,FAMIA,7,Robert King,4/21/20,2020,5/19/20,4/24/20,45,24,4.5,10,15
10512,FAMIA,7,Robert King,4/21/20,2020,5/19/20,4/24/20,108,46,12,9,15
10512,FAMIA,7,Robert King,4/21/20,2020,5/19/20,4/24/20,57,47,9.5,6,15
10512,FAMIA,7,Robert King,4/21/20,2020,5/19/20,4/24/20,408,60,34,12,15
10513,WANDK,7,Robert King,4/22/20,2020,6/3/20,4/28/20,400,21,10,40,20
10513,WANDK,7,Robert King,4/22/20,2020,6/3/20,4/28/20,1600,32,32,50,20
10513,WANDK,7,Robert King,4/22/20,2020,6/3/20,4/28/20,427.5,61,28.5,15,20
10514,ERNSH,3,Janet Leverling,4/22/20,2020,5/20/20,5/16/20,3159,20,81,39,0
10514,ERNSH,3,Janet Leverling,4/22/20,2020,5/20/20,5/16/20,1596,28,45.6,35,0
10514,ERNSH,3,Janet Leverling,4/22/20,2020,5/20/20,5/16/20,2660,56,38,70,0
10514,ERNSH,3,Janet Leverling,4/22/20,2020,5/20/20,5/16/20,820.95,65,21.05,39,0
10514,ERNSH,3,Janet Leverling,4/22/20,2020,5/20/20,5/16/20,387.5,75,7.75,50,0
10515,QUICK,2,Andrew Fuller,4/23/20,2020,5/7/20,5/23/20,1552,9,97,16,15
10515,QUICK,2,Andrew Fuller,4/23/20,2020,5/7/20,5/23/20,872.5,16,17.45,50,0
10515,QUICK,2,Andrew Fuller,4/23/20,2020,5/7/20,5/23/20,5268,27,43.9,120,0
10515,QUICK,2,Andrew Fuller,4/23/20,2020,5/7/20,5/23/20,40,33,2.5,16,15
10515,QUICK,2,Andrew Fuller,4/23/20,2020,5/7/20,5/23/20,2856,60,34,84,15
10516,HUNGO,2,Andrew Fuller,4/24/20,2020,5/22/20,5/1/20,1562.5,18,62.5,25,10
10516,HUNGO,2,Andrew Fuller,4/24/20,2020,5/22/20,5/1/20,772,41,9.65,80,10
10516,HUNGO,2,Andrew Fuller,4/24/20,2020,5/22/20,5/1/20,280,42,14,20,0
10517,NORTS,3,Janet Leverling,4/24/20,2020,5/22/20,4/29/20,42,52,7,6,0
10517,NORTS,3,Janet Leverling,4/24/20,2020,5/22/20,4/29/20,220,59,55,4,0
10517,NORTS,3,Janet Leverling,4/24/20,2020,5/22/20,4/29/20,90,70,15,6,0
10518,TORTU,4,Margaret Peacock,4/25/20,2020,5/9/20,5/5/20,22.5,24,4.5,5,0
10518,TORTU,4,Margaret Peacock,4/25/20,2020,5/9/20,5/5/20,3952.5,38,263.5,15,0
10518,TORTU,4,Margaret Peacock,4/25/20,2020,5/9/20,5/5/20,175.05,44,19.45,9,0
10519,CHOPS,6,Michael Suyama,4/28/20,2020,5/26/20,5/1/20,496,10,31,16,5
10519,CHOPS,6,Michael Suyama,4/28/20,2020,5/26/20,5/1/20,1520,56,38,40,0
10519,CHOPS,6,Michael Suyama,4/28/20,2020,5/26/20,5/1/20,340,60,34,10,5
10520,SANTG,7,Robert King,4/29/20,2020,5/27/20,5/1/20,36,24,4.5,8,0
10520,SANTG,7,Robert King,4/29/20,2020,5/27/20,5/1/20,164,53,32.8,5,0
10521,CACTU,8,Laura Callahan,4/29/20,2020,5/27/20,5/2/20,54,35,18,3,0
10521,CACTU,8,Laura Callahan,4/29/20,2020,5/27/20,5/2/20,96.5,41,9.65,10,0
10521,CACTU,8,Laura Callahan,4/29/20,2020,5/27/20,5/2/20,75,68,12.5,6,0
10522,LEHMS,4,Margaret Peacock,4/30/20,2020,5/28/20,5/6/20,720,1,18,40,20
10522,LEHMS,4,Margaret Peacock,4/30/20,2020,5/28/20,5/6/20,960,8,40,24,0
10522,LEHMS,4,Margaret Peacock,4/30/20,2020,5/28/20,5/6/20,517.8,30,25.89,20,20
10522,LEHMS,4,Margaret Peacock,4/30/20,2020,5/28/20,5/6/20,460,40,18.4,25,20
10523,SEVES,7,Robert King,5/1/20,2020,5/29/20,5/30/20,975,17,39,25,10
10523,SEVES,7,Robert King,5/1/20,2020,5/29/20,5/30/20,1215,20,81,15,10
10523,SEVES,7,Robert King,5/1/20,2020,5/29/20,5/30/20,468,37,26,18,10
10523,SEVES,7,Robert King,5/1/20,2020,5/29/20,5/30/20,57.9,41,9.65,6,10
10524,BERGS,1,Nancy Davolio,5/1/20,2020,5/29/20,5/7/20,62,10,31,2,0
10524,BERGS,1,Nancy Davolio,5/1/20,2020,5/29/20,5/7/20,258.9,30,25.89,10,0
10524,BERGS,1,Nancy Davolio,5/1/20,2020,5/29/20,5/7/20,2760,43,46,60,0
10524,BERGS,1,Nancy Davolio,5/1/20,2020,5/29/20,5/7/20,111.75,54,7.45,15,0
10525,BONAP,1,Nancy Davolio,5/2/20,2020,5/30/20,5/23/20,570,36,19,30,0
10525,BONAP,1,Nancy Davolio,5/2/20,2020,5/30/20,5/23/20,276,40,18.4,15,10
10526,WARTH,4,Margaret Peacock,5/5/20,2020,6/2/20,5/15/20,144,1,18,8,15
10526,WARTH,4,Margaret Peacock,5/5/20,2020,6/2/20,5/15/20,60,13,6,10,0
10526,WARTH,4,Margaret Peacock,5/5/20,2020,6/2/20,5/15/20,1140,56,38,30,15
10527,QUICK,7,Robert King,5/5/20,2020,6/2/20,5/7/20,1100,4,22,50,10
10527,QUICK,7,Robert King,5/5/20,2020,6/2/20,5/7/20,570,36,19,30,10
10528,GREAL,6,Michael Suyama,5/6/20,2020,5/20/20,5/9/20,63,11,21,3,0
10528,GREAL,6,Michael Suyama,5/6/20,2020,5/20/20,5/9/20,20,33,2.5,8,20
10528,GREAL,6,Michael Suyama,5/6/20,2020,5/20/20,5/9/20,313.2,72,34.8,9,0
10529,MAISD,5,Steven Buchanan,5/7/20,2020,6/4/20,5/9/20,336,55,24,14,0
10529,MAISD,5,Steven Buchanan,5/7/20,2020,6/4/20,5/9/20,250,68,12.5,20,0
10529,MAISD,5,Steven Buchanan,5/7/20,2020,6/4/20,5/9/20,360,69,36,10,0
10530,PICCO,3,Janet Leverling,5/8/20,2020,6/5/20,5/12/20,1560,17,39,40,0
10530,PICCO,3,Janet Leverling,5/8/20,2020,6/5/20,5/12/20,1150,43,46,25,0
10530,PICCO,3,Janet Leverling,5/8/20,2020,6/5/20,5/12/20,570,61,28.5,20,0
10530,PICCO,3,Janet Leverling,5/8/20,2020,6/5/20,5/12/20,900,76,18,50,0
10531,OCEAN,7,Robert King,5/8/20,2020,6/5/20,5/19/20,110,59,55,2,0
10532,EASTC,7,Robert King,5/9/20,2020,6/6/20,5/12/20,388.35,30,25.89,15,0
10532,EASTC,7,Robert King,5/9/20,2020,6/6/20,5/12/20,408,66,17,24,0
10533,FOLKO,8,Laura Callahan,5/12/20,2020,6/9/20,5/22/20,1100,4,22,50,5
10533,FOLKO,8,Laura Callahan,5/12/20,2020,6/9/20,5/22/20,835.2,72,34.8,24,0
10533,FOLKO,8,Laura Callahan,5/12/20,2020,6/9/20,5/22/20,360,73,15,24,5
10534,LEHMS,8,Laura Callahan,5/12/20,2020,6/9/20,5/14/20,258.9,30,25.89,10,0
10534,LEHMS,8,Laura Callahan,5/12/20,2020,6/9/20,5/14/20,184,40,18.4,10,20
10534,LEHMS,8,Laura Callahan,5/12/20,2020,6/9/20,5/14/20,74.5,54,7.45,10,20
10535,ANTON,4,Margaret Peacock,5/13/20,2020,6/10/20,5/21/20,1050,11,21,50,10
10535,ANTON,4,Margaret Peacock,5/13/20,2020,6/10/20,5/21/20,184,40,18.4,10,10
10535,ANTON,4,Margaret Peacock,5/13/20,2020,6/10/20,5/21/20,97.5,57,19.5,5,10
10535,ANTON,4,Margaret Peacock,5/13/20,2020,6/10/20,5/21/20,825,59,55,15,10
10536,LEHMS,3,Janet Leverling,5/14/20,2020,6/11/20,6/6/20,570,12,38,15,25
10536,LEHMS,3,Janet Leverling,5/14/20,2020,6/11/20,6/6/20,250,31,12.5,20,0
10536,LEHMS,3,Janet Leverling,5/14/20,2020,6/11/20,6/6/20,75,33,2.5,30,0
10536,LEHMS,3,Janet Leverling,5/14/20,2020,6/11/20,6/6/20,1190,60,34,35,25
10537,RICSU,1,Nancy Davolio,5/14/20,2020,5/28/20,5/19/20,375,31,12.5,30,0
10537,RICSU,1,Nancy Davolio,5/14/20,2020,5/28/20,5/19/20,318,51,53,6,0
10537,RICSU,1,Nancy Davolio,5/14/20,2020,5/28/20,5/19/20,265,58,13.25,20,0
10537,RICSU,1,Nancy Davolio,5/14/20,2020,5/28/20,5/19/20,730.8,72,34.8,21,0
10537,RICSU,1,Nancy Davolio,5/14/20,2020,5/28/20,5/19/20,135,73,15,9,0
10538,BSBEV,9,Anne Dodsworth,5/15/20,2020,6/12/20,5/16/20,105,70,15,7,0
10538,BSBEV,9,Anne Dodsworth,5/15/20,2020,6/12/20,5/16/20,34.8,72,34.8,1,0
10539,BSBEV,6,Michael Suyama,5/16/20,2020,6/13/20,5/23/20,48,13,6,8,0
10539,BSBEV,6,Michael Suyama,5/16/20,2020,6/13/20,5/23/20,150,21,10,15,0
10539,BSBEV,6,Michael Suyama,5/16/20,2020,6/13/20,5/23/20,37.5,33,2.5,15,0
10539,BSBEV,6,Michael Suyama,5/16/20,2020,6/13/20,5/23/20,120,49,20,6,0
10540,QUICK,3,Janet Leverling,5/19/20,2020,6/16/20,6/13/20,600,3,10,60,0
10540,QUICK,3,Janet Leverling,5/19/20,2020,6/16/20,6/13/20,1249.2,26,31.23,40,0
10540,QUICK,3,Janet Leverling,5/19/20,2020,6/16/20,6/13/20,7905,38,263.5,30,0
10540,QUICK,3,Janet Leverling,5/19/20,2020,6/16/20,6/13/20,437.5,68,12.5,35,0
10541,HANAR,2,Andrew Fuller,5/19/20,2020,6/16/20,5/29/20,157.5,24,4.5,35,10
10541,HANAR,2,Andrew Fuller,5/19/20,2020,6/16/20,5/29/20,1054,38,263.5,4,10
10541,HANAR,2,Andrew Fuller,5/19/20,2020,6/16/20,5/29/20,757.8,65,21.05,36,10
10541,HANAR,2,Andrew Fuller,5/19/20,2020,6/16/20,5/29/20,193.5,71,21.5,9,10
10542,KOENE,1,Nancy Davolio,5/20/20,2020,6/17/20,5/26/20,315,11,21,15,5
10542,KOENE,1,Nancy Davolio,5/20/20,2020,6/17/20,5/26/20,178.8,54,7.45,24,5
10543,LILAS,8,Laura Callahan,5/21/20,2020,6/18/20,5/23/20,1140,12,38,30,15
10543,LILAS,8,Laura Callahan,5/21/20,2020,6/18/20,5/23/20,630,23,9,70,15
10544,LONEP,4,Margaret Peacock,5/21/20,2020,6/18/20,5/30/20,319.2,28,45.6,7,0
10544,LONEP,4,Margaret Peacock,5/21/20,2020,6/18/20,5/30/20,98,67,14,7,0
10545,LAZYK,8,Laura Callahan,5/22/20,2020,6/19/20,6/26/20,210,11,21,10,0
10546,VICTE,1,Nancy Davolio,5/23/20,2020,6/20/20,5/27/20,300,7,30,10,0
10546,VICTE,1,Nancy Davolio,5/23/20,2020,6/20/20,5/27/20,540,35,18,30,0
10546,VICTE,1,Nancy Davolio,5/23/20,2020,6/20/20,5/27/20,1972,62,49.3,40,0
10547,SEVES,3,Janet Leverling,5/23/20,2020,6/20/20,6/2/20,768,32,32,24,15
10547,SEVES,3,Janet Leverling,5/23/20,2020,6/20/20,6/2/20,1140,36,19,60,0
10548,TOMSP,3,Janet Leverling,5/26/20,2020,6/23/20,6/2/20,140,34,14,10,25
10548,TOMSP,3,Janet Leverling,5/26/20,2020,6/23/20,6/2/20,135.1,41,9.65,14,0
